Date,Close
2025-06-09 00:00:00-04:00,176.08999633789062
2025-06-10 00:00:00-04:00,178.60000610351562
2025-06-11 00:00:00-04:00,177.35000610351562
2025-06-12 00:00:00-04:00,175.6999969482422
2025-06-13 00:00:00-04:00,174.6699981689453
2025-06-16 00:00:00-04:00,176.77000427246094
2025-06-17 00:00:00-04:00,175.9499969482422
2025-06-18 00:00:00-04:00,173.32000732421875
2025-06-20 00:00:00-04:00,166.63999938964844
2025-06-23 00:00:00-04:00,165.19000244140625
2025-06-24 00:00:00-04:00,166.77000427246094
2025-06-25 00:00:00-04:00,170.67999267578125
2025-06-26 00:00:00-04:00,173.5399932861328
2025-06-27 00:00:00-04:00,178.52999877929688
2025-06-30 00:00:00-04:00,176.22999572753906
2025-07-01 00:00:00-04:00,175.83999633789062
2025-07-02 00:00:00-04:00,178.63999938964844
2025-07-03 00:00:00-04:00,179.52999877929688
2025-07-07 00:00:00-04:00,176.7899932861328
2025-07-08 00:00:00-04:00,174.36000061035156
2025-07-09 00:00:00-04:00,176.6199951171875
2025-07-10 00:00:00-04:00,177.6199951171875
2025-07-11 00:00:00-04:00,180.19000244140625
2025-07-14 00:00:00-04:00,181.55999755859375
2025-07-15 00:00:00-04:00,182.0
2025-07-16 00:00:00-04:00,182.97000122070312
2025-07-17 00:00:00-04:00,183.5800018310547
2025-07-18 00:00:00-04:00,185.05999755859375
2025-07-21 00:00:00-04:00,190.10000610351562
2025-07-22 00:00:00-04:00,191.33999633789062
2025-07-23 00:00:00-04:00,190.22999572753906
2025-07-24 00:00:00-04:00,192.1699981689453
2025-07-25 00:00:00-04:00,193.17999267578125
2025-07-28 00:00:00-04:00,192.5800018310547
2025-07-29 00:00:00-04:00,195.75
2025-07-30 00:00:00-04:00,196.52999877929688
2025-07-31 00:00:00-04:00,191.89999389648438
2025-08-01 00:00:00-04:00,189.1300048828125
2025-08-04 00:00:00-04:00,195.0399932861328
2025-08-05 00:00:00-04:00,194.6699981689453
2025-08-06 00:00:00-04:00,196.08999633789062
2025-08-07 00:00:00-04:00,196.52000427246094
2025-08-08 00:00:00-04:00,201.4199981689453
2025-08-11 00:00:00-04:00,201.0
2025-08-12 00:00:00-04:00,203.33999633789062
2025-08-13 00:00:00-04:00,201.9600067138672
2025-08-14 00:00:00-04:00,202.94000244140625
2025-08-15 00:00:00-04:00,203.89999389648438
2025-08-18 00:00:00-04:00,203.5
2025-08-19 00:00:00-04:00,201.57000732421875
2025-08-20 00:00:00-04:00,199.32000732421875
2025-08-21 00:00:00-04:00,199.75
2025-08-22 00:00:00-04:00,206.08999633789062
2025-08-25 00:00:00-04:00,208.49000549316406
2025-08-26 00:00:00-04:00,207.13999938964844
2025-08-27 00:00:00-04:00,207.47999572753906
2025-08-28 00:00:00-04:00,211.63999938964844
2025-08-29 00:00:00-04:00,212.91000366210938
2025-09-02 00:00:00-04:00,211.35000610351562
2025-09-03 00:00:00-04:00,230.66000366210938
2025-09-04 00:00:00-04:00,232.3000030517578
