Date,Close
2025-06-09 00:00:00-04:00,216.97999572753906
2025-06-10 00:00:00-04:00,217.61000061035156
2025-06-11 00:00:00-04:00,213.1999969482422
2025-06-12 00:00:00-04:00,213.24000549316406
2025-06-13 00:00:00-04:00,212.10000610351562
2025-06-16 00:00:00-04:00,216.10000610351562
2025-06-17 00:00:00-04:00,214.82000732421875
2025-06-18 00:00:00-04:00,212.52000427246094
2025-06-20 00:00:00-04:00,209.69000244140625
2025-06-23 00:00:00-04:00,208.47000122070312
2025-06-24 00:00:00-04:00,212.77000427246094
2025-06-25 00:00:00-04:00,211.99000549316406
2025-06-26 00:00:00-04:00,217.1199951171875
2025-06-27 00:00:00-04:00,223.3000030517578
2025-06-30 00:00:00-04:00,219.38999938964844
2025-07-01 00:00:00-04:00,220.4600067138672
2025-07-02 00:00:00-04:00,219.9199981689453
2025-07-03 00:00:00-04:00,223.41000366210938
2025-07-07 00:00:00-04:00,223.47000122070312
2025-07-08 00:00:00-04:00,219.36000061035156
2025-07-09 00:00:00-04:00,222.5399932861328
2025-07-10 00:00:00-04:00,222.25999450683594
2025-07-11 00:00:00-04:00,225.02000427246094
2025-07-14 00:00:00-04:00,225.69000244140625
2025-07-15 00:00:00-04:00,226.35000610351562
2025-07-16 00:00:00-04:00,223.19000244140625
2025-07-17 00:00:00-04:00,223.8800048828125
2025-07-18 00:00:00-04:00,226.1300048828125
2025-07-21 00:00:00-04:00,229.3000030517578
2025-07-22 00:00:00-04:00,227.47000122070312
2025-07-23 00:00:00-04:00,228.2899932861328
2025-07-24 00:00:00-04:00,232.22999572753906
2025-07-25 00:00:00-04:00,231.44000244140625
2025-07-28 00:00:00-04:00,232.7899932861328
2025-07-29 00:00:00-04:00,231.00999450683594
2025-07-30 00:00:00-04:00,230.19000244140625
2025-07-31 00:00:00-04:00,234.11000061035156
2025-08-01 00:00:00-04:00,214.75
2025-08-04 00:00:00-04:00,211.64999389648438
2025-08-05 00:00:00-04:00,213.75
2025-08-06 00:00:00-04:00,222.30999755859375
2025-08-07 00:00:00-04:00,223.1300048828125
2025-08-08 00:00:00-04:00,222.69000244140625
2025-08-11 00:00:00-04:00,221.3000030517578
2025-08-12 00:00:00-04:00,221.47000122070312
2025-08-13 00:00:00-04:00,224.55999755859375
2025-08-14 00:00:00-04:00,230.97999572753906
2025-08-15 00:00:00-04:00,231.02999877929688
2025-08-18 00:00:00-04:00,231.49000549316406
2025-08-19 00:00:00-04:00,228.00999450683594
2025-08-20 00:00:00-04:00,223.80999755859375
2025-08-21 00:00:00-04:00,221.9499969482422
2025-08-22 00:00:00-04:00,228.83999633789062
2025-08-25 00:00:00-04:00,227.94000244140625
2025-08-26 00:00:00-04:00,228.7100067138672
2025-08-27 00:00:00-04:00,229.1199951171875
2025-08-28 00:00:00-04:00,231.60000610351562
2025-08-29 00:00:00-04:00,229.0
2025-09-02 00:00:00-04:00,225.33999633789062
2025-09-03 00:00:00-04:00,225.99000549316406
2025-09-04 00:00:00-04:00,235.67999267578125
